,Principal Component 1,Principal Component 2,principal component 3,principal component 4,principal component 5,principal component 6,target,labels,Occupation_category1,Occupation_category,Total,White,entropy,Black
118,1.839528386281202,-0.7509448321000303,0.3075816182513345,0.8420007208963916,-0.3332963931531104,-0.07326646700915662,Interior designers,2,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",123,109224.0,1.0068187308897893,3690.0
119,-0.6659125193346701,-0.582612660379914,0.13332477775713752,0.8259877214809908,-0.14364449401362367,0.030387073441528238,Other designers,1,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",389,317813.00000000006,1.1386099390672686,13615.0
120,0.5736630415352176,-0.2163870504168808,0.30356017960236786,0.24576091958254023,0.018070311532641714,-0.029633690133937345,Producers and directors,1,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",182,158158.00000000003,1.1253103967357898,12376.0
121,0.04524514291679609,-0.00423985387891618,0.5050396011940016,-0.08591019742129816,-0.09743151729338093,-0.055238138508767,Coaches and scouts,1,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",235,198340.0,1.1511703650139902,25615.0
122,2.6348476777887107,-0.5697249402805128,-0.5148609494013214,-0.3088870367934952,-0.8567180787736685,-0.12394438999042659,Music directors and composers,2,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",52,37336.0,1.205224294046666,9984.0
123,0.8204463351519619,-0.11280448926437668,-0.4202147898405632,-0.11255239795108157,-0.29856834740649923,-0.0328819470923434,Musicians and singers,2,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",127,98044.0,1.2395876010134814,18034.0
124,2.213801313635678,-0.891690577102134,0.03200198502597292,-0.04883177003743798,-0.9040823552014668,-0.1848465891519078,"News analysts, reporters, and journalists",2,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",79,60751.0,1.1410933675428236,9638.0
125,1.0971256826637337,-0.26814115345856965,-0.040931425024495004,0.08914259749602843,-0.016354188513465227,-0.03126749760538204,Public relations specialists,2,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",122,102114.0,1.1808297814932824,10858.0
126,2.049958715845217,-0.7304472043967395,0.0493919239154386,0.7474892664408628,-0.626612849275853,-0.13845548210238046,Editors,2,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",105,93135.0,1.0005067440462043,4200.0
127,2.417455072086103,-0.7171478857216237,-0.2704285591630056,0.8375893728195914,0.22774831798305264,0.05523574685701998,Technical writers,2,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",71,61060.0,1.126375884331142,1988.0
128,0.04392979418304738,-0.4003899230409105,0.27423488762985815,0.09754723617360309,-0.8946482980152567,-0.17779597660076893,Writers and authors,1,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",261,213237.0,1.092076568710684,29754.0
129,1.1908452054359082,-0.47277419906039114,-0.540669179952095,-0.09086359881546249,0.9407275490547654,0.030942474922069658,Interpreters and translators,2,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",93,67146.0,1.4653737436861063,7347.0
130,2.511466779726358,0.5181661267565433,1.1730372717504094,-0.3526757424393619,-0.20287170008265545,-0.08790803985070329,"Broadcast, sound, and lighting technicians",2,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",87,76299.00000000001,1.0515756482106915,10179.0
131,0.1641177251931058,-0.2222033326904936,-0.3051946405462944,0.35711287553224436,0.11279972294010962,0.022445790625240217,Photographers,1,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",192,158784.00000000003,1.2239715206136879,12864.0
132,1.2308791455618346,-0.301976810443682,-0.0077031492772792805,-0.11671791767864358,0.028459574931709808,-0.02857499206095217,"Television, video, and film camera operators and editors",2,"Arts, design, entertainment, sports, and media occupations","Arts, design, entertainment, sports, and media occupations",108,87264.0,1.2269456585021161,12096.0
133,3.0468242190671075,-0.8547154776174275,0.25234889324721455,0.7530158789495309,0.21878355918720288,0.030265150598535184,Chiropractors,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,59,51330.0,1.0763388287079967,1534.0
134,0.8640617801984725,-0.9512450688914184,0.06864280834101198,0.5346293678863717,-0.1818200158365849,0.048686990854785235,Dentists,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,167,122077.0,1.2006944559958965,7515.0
135,1.3816849330132668,-0.02302564446718886,0.7304930117212555,-0.3953673144301043,0.06942356318666863,-0.05615134903248939,Dietitians and nutritionists,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,117,97110.0,1.1772101723461164,15561.000000000002
136,-0.6115723455533997,-0.7342643554439198,0.35589216803424323,0.18514417350306178,-0.3751851284857758,0.01470372722589267,Pharmacists,1,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,352,247456.0,1.230211684883121,27808.0
137,-2.451126614017855,-0.607358358939442,0.30949293949278084,0.27728389379231233,-0.49187511490537933,0.05252966918782709,Other physicians,0,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,921,608780.9999999999,1.2625913341337889,74600.99999999999
138,3.1353883951329804,-0.5694217451753686,0.8796376713573971,0.23815885732687353,0.17611363191905186,-0.03653573895116683,Surgeons,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,59,52746.0,1.052395284964001,2714.0
139,0.4868330343467671,-0.5594978577237396,-0.1921240909380506,0.17943519032272862,-0.18477586515122452,-0.004847500829370471,Physician assistants,1,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,165,127215.0,1.2360611228905851,14190.0
140,1.6180662959017318,-0.6945882573939297,0.4717487347373676,0.608000638518508,-0.3918601912005672,-0.0986294329072017,Occupational therapists,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,135,118665.0,1.0203724201353004,5535.0
141,0.1629903746303505,-0.6656076540549348,0.6819807750866087,0.39239533633444834,-0.3097979260091756,-0.047239053188753224,Physical therapists,1,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,273,221130.0,1.1144524780442682,14742.0
142,1.198345212756411,-0.6253070213984061,0.24613826056246105,-0.39870725474868896,-0.41195103969364133,-0.052859896103981195,Respiratory therapists,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,117,83186.99999999999,1.2489656598112848,19422.000000000004
143,1.207511751085585,-0.0025725290323343466,0.732728373808984,0.5826328271673502,-0.3909361263886014,-0.09958453725811785,Speech-language pathologists,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,187,175219.0,0.9376036544058953,8041.0
144,-0.10021453521447302,-0.20665586289145607,0.44842932626375914,-0.23523667159674683,-0.2694777598271158,-0.060324688106987996,"Therapists, all other",1,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,242,190454.0,1.1976217029794742,33880.0
145,5.521317374194988,-0.2945946740705429,7.531041630300357,-0.5403529384538351,1.1665776730476893,0.02841960831144446,Veterinarians,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,104,97032.0,0.9279187926886693,1248.0
146,-5.008618030888755,0.1488013512123811,0.44220711160400106,0.11206785837671909,-0.5457099405573167,-0.019901453296214726,Registered nurses,0,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,"3,201",2397549.0000000005,1.2450531296935043,425733.0
147,0.1539666872707422,-0.31074879119420157,-0.011950463302000608,0.4401801346710987,-0.5443965948922747,-0.09763531232759175,Nurse practitioners,1,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,237,202872.0,1.08118882107141,16590.0
148,-1.253695536644115,-0.1647540015596067,0.08243353510126576,-0.3562384622159224,-0.06581400596975295,0.02259401114469637,Clinical laboratory technologists and technicians,1,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,369,259407.0,1.349238503540236,64205.99999999999
149,0.5899788191774812,-0.3093396841576979,0.39246370111255996,0.7058998631338991,0.2180373565318215,0.02708500895634891,Dental hygienists,1,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,207,186093.00000000003,1.0767309975604253,6830.999999999999
150,2.045375124420702,-0.5866528587468807,-0.658475159424791,-0.11821951480808857,-0.061476012895507526,0.01876411041155144,Cardiovascular technologists and technicians,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,61,44285.99999999999,1.3236297990012496,7503.000000000001
151,2.058983982096829,-0.8278468529198759,-0.219151863494048,0.7680137364979779,-0.08251478122429617,0.008144376797468536,Diagnostic medical sonographers,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,88,73567.99999999999,1.11982444296732,2992.0
152,0.13330342416763757,-0.11318625512386656,0.5523947253202554,0.012898574943998284,0.09884536651517417,-0.02948492140188671,Radiologic technologists and technicians,1,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,226,192552.0,1.1642571648109792,19662.0
153,0.5998679804413987,-0.20822957914076187,-0.32704137382100545,0.10286885155829792,0.020930719441098165,-0.0030879192587739317,Emergency medical technicians,1,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,145,117160.0,1.2429164536628527,13775.0
154,2.6162350916572223,-0.09459042982721204,1.2638706515459348,0.44128330879206457,0.14331009965774757,-0.03106795940473923,Paramedics,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,96,90912.0,0.9566487957881867,3264.0
155,-1.1527320213206969,-0.13111780149020205,0.044169970322537146,-0.40643511155409595,-0.014155554321811956,0.024912699012937654,Pharmacy technicians,1,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,342,239058.00000000003,1.3637868630412247,62586.0
156,1.7031308979893458,0.051865194131368024,-0.9741206887936248,-0.49429165457937463,-0.619102031523903,0.05221391242241068,Psychiatric technicians,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,73,44457.0,1.3360272822799009,18980.0
157,0.9822264957227232,-0.10340053860132795,-0.1605741493040738,-0.44506623433460285,-0.14253171107748963,-0.024196351836910202,Surgical technologists,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,113,83732.99999999999,1.28333687109303,21583.0
158,1.1438695880338452,-0.08464083318751973,-0.4101768709226683,0.7539623745415562,0.3036397537257064,0.05857910093223676,Veterinary technologists and technicians,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,129,114165.0,1.145069809738428,4644.000000000001
159,2.274178558586797,-0.17271426701605885,0.47168124564743696,-0.8367401780828199,-0.2237241335394559,-0.04335951695913866,Dietetic technicians and ophthalmic medical technicians,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,66,46794.00000000001,1.2423635381438813,16566.000000000004
160,-1.9060524304549078,0.31773333981857077,0.06504203158001264,-0.5752411822290496,-0.4140542926257114,0.014629479302498187,Licensed practical and licensed vocational nurses,0,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,533,354445.0,1.3100247442974644,147108.00000000003
161,-0.002944286182135698,-0.3250608742156847,-0.09979331787580117,-0.1033846604594466,-0.36792011132008184,-0.043734706139245606,Medical records specialists,1,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,207,157320.0,1.2372440978590942,28359.0
162,2.540031056115571,-0.20463398868575408,-0.5155989988599017,0.10083043699550653,0.6745789971930682,-0.0015478395367115377,"Opticians, dispensing",2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,50,42400.0,1.2847215553483737,3450.0
163,0.059778766375443215,-0.34484637933860135,-0.010421261901740697,-0.5714985698730525,-0.022553254358740657,0.04077366222059681,Miscellaneous health technologists and technicians,1,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,177,116643.0,1.3838985091582243,36639.0
164,1.6854268047697427,-0.395677699730515,0.048009345091102745,0.2780068029221087,-0.4010578959318738,-0.10105437117778593,Other healthcare practitioners and technical occupations,2,Healthcare practitioners and technical occupations,Healthcare practitioners and technical occupations,105,91035.0,1.0709925255986057,7770.0
165,-2.256701080516419,0.09447890167418216,0.10613700755957428,-0.8955409673881864,0.10274371047305875,0.10453408799213457,Home health aides,0,Healthcare support occupations,Healthcare support occupations,570,320910.0,1.4808842376359326,182400.0
166,-3.9616720870513653,0.22357388139702683,-0.007470895888443558,-0.5077359539750793,-0.08184937069347048,0.0852424999875923,Personal care aides,0,Healthcare support occupations,Healthcare support occupations,"1,411",869176.0,1.455381808374041,351339.0
167,-3.5934641229261497,0.3223300363207294,0.11440321404830002,-0.6800768605644029,-0.44046277391117944,0.08406140153906147,Nursing assistants,0,Healthcare support occupations,Healthcare support occupations,"1,248",727584.0,1.3769471155472364,414336.00000000006
168,2.1226955787227517,-0.1215880589960395,-0.5360889460079131,-0.8861059871764532,-0.17408718183907995,0.05859690101818043,Orderlies and psychiatric aides,2,Healthcare support occupations,Healthcare support occupations,55,33110.0,1.3772023751773819,17764.999999999996
169,1.9779362846633126,-0.49383869208532954,-0.41021263965727034,0.11677517216199988,-0.2694839138647088,-0.04974152426547826,Physical therapist assistants and aides,2,Healthcare support occupations,Healthcare support occupations,74,59644.0,1.1871872487441346,7030.0
170,0.16685944521710555,-0.5274733911376134,-0.6077102978174456,-0.00677545094675611,-0.12210068354773702,0.0680306174897892,Massage therapists,1,Healthcare support occupations,Healthcare support occupations,166,112880.0,1.3691916894651766,19422.0
171,-0.9891108300929421,-0.08439351947575999,-0.24890664768020968,0.20474849859572786,0.6534590523407146,0.035021590639424935,Dental assistants,1,Healthcare support occupations,Healthcare support occupations,323,257431.00000000003,1.3623274774045009,22287.000000000004
172,-2.07088744246227,0.30473142263556574,0.22904803678984229,-0.4648393089130094,0.34174309255645074,-0.02070651257435401,Medical assistants,0,Healthcare support occupations,Healthcare support occupations,561,419067.00000000006,1.3792796833936023,100980.0
173,2.093902530066239,-0.20892367036258264,-0.366816708934679,0.6174670599738254,0.2513712766540324,0.030392275163519916,Veterinary assistants and laboratory animal caretakers,2,Healthcare support occupations,Healthcare support occupations,78,69420.0,1.1256746033455851,3197.9999999999995
174,0.7178582714238987,-0.10539912771928754,-0.33811918177920264,-0.6506334280497913,0.22358058988603383,0.017017767828403953,Phlebotomists,1,Healthcare support occupations,Healthcare support occupations,114,77634.0,1.41848921039559,25422.000000000004
175,0.10390915782697058,-0.010683497059438685,-0.34138216463200144,-0.6505111929358861,-0.17203597204657875,0.0366393746855032,Other healthcare support workers,1,Healthcare support occupations,Healthcare support occupations,164,106108.0,1.3740951568871744,43624.00000000001
176,1.7137230580289091,0.23110826999975,-0.297933951272969,-0.06451069316015019,-0.486692739904159,-0.07533814920128776,First-line supervisors of police and detectives,2,Protective service occupations,Protective service occupations,92,75532.0,1.1383840258036635,12328.0
177,1.606160710352692,-0.204802423369304,-0.44440544747006994,-0.5794039494979202,-0.16150249962343097,0.005739461920794717,First-line supervisors of security workers,2,Protective service occupations,Protective service occupations,75,51375.0,1.337740663754608,17175.0
178,-0.5208403972703654,0.06060716518144678,-0.11035448895126689,0.2471028063364011,-0.21803706592932703,-0.03257036349965861,Firefighters,1,Protective service occupations,Protective service occupations,294,247842.0,1.1600602802812545,26166.0
179,-0.8577750025605717,0.26069034478629355,-0.14988897924680647,-0.5701614507107363,-0.3699448879405,0.01315887197459636,Correctional officers and jailers,1,Protective service occupations,Protective service occupations,297,199287.0,1.3139447823524042,79299.0
180,1.131852955079546,-0.06281240336512885,0.7476579635598075,-0.5889009979394773,-0.10919776427580004,-0.058443053934982094,Detectives and criminal investigators,2,Protective service occupations,Protective service occupations,130,101010.0,1.2074736287841938,23530.0
181,-2.3267125545122074,0.5186730507048629,0.08011241208383756,0.11292597014118828,-0.19503386228338368,-0.02189259104376811,Police officers,0,Protective service occupations,Protective service occupations,753,627249.0,1.1943843963961496,86595.0
182,1.2740820391945853,0.027987065482783683,-0.4526351545799473,-0.25535307832894427,-0.055667036302906994,-0.015622346148468184,Private detectives and investigators,2,Protective service occupations,Protective service occupations,95,73244.99999999999,1.279417116315961,14725.0
183,-2.9800615031693183,0.35585239940363833,-0.16799217094603838,-0.6990333232506958,-0.3068908874158895,0.10151347266589973,Security guards and gambling surveillance officers,0,Protective service occupations,Protective service occupations,844,485300.0,1.414973495413681,281051.99999999994
184,2.664931939365283,-0.45437237090004984,-0.1254546584127899,-0.5961301707703508,-0.6092832379277014,-0.08790714970395046,Crossing guards and flaggers,2,Protective service occupations,Protective service occupations,51,35904.0,1.2192506105017495,11933.999999999998
185,1.2985337930533434,-0.3529290808719378,-0.6481488748894443,0.7951856549691269,-0.024982589016658584,0.0472623264477614,Other protective service workers,2,Protective service occupations,Protective service occupations,117,97929.0,1.1565505966288938,4563.0
186,-1.419086511041213,-0.3255135960985627,0.22029071400534883,-0.4241295805702768,0.3414903889192747,0.11238922112966236,Chefs and head cooks,1,Food preparation and serving related occupations,Food preparation and serving related occupations,402,253260.0,1.4537255258912651,59496.0
187,-1.8521442523889007,0.22839288913457823,-0.09428558742371526,-0.3965839337767814,0.005931945496685196,0.012648783485756756,First-line supervisors of food preparation and serving workers,0,Food preparation and serving related occupations,Food preparation and serving related occupations,480,343680.0,1.3659038727194843,95520.0
188,-4.492148599593016,0.501115979225644,-0.031266786847585215,-0.22810103129871712,0.388385430972084,-0.01079125449506933,Cooks,0,Food preparation and serving related occupations,Food preparation and serving related occupations,"1,905",1388745.0,1.442791994363281,300990.0
189,-3.019708431409218,0.2960609957121353,-0.20290149206376368,-0.13750170205453346,0.30047035874470535,0.0151418580042488,Food preparation workers,0,Food preparation and serving related occupations,Food preparation and serving related occupations,872,647024.0,1.4107982798519123,122080.0
190,-0.9547635260776424,0.2618540719032905,-0.41037312368592055,0.6322452740826998,0.2907610150652832,0.05988013539719467,Bartenders,1,Food preparation and serving related occupations,Food preparation and serving related occupations,362,310596.0,1.216897471859615,17738.000000000004
191,-2.7392306213534714,0.20500887657941735,-0.18371800564530255,-0.04954796445506021,0.15954652194422586,0.02721160353965155,Fast food and counter workers,0,Food preparation and serving related occupations,Food preparation and serving related occupations,775,582800.0,1.3713155803020123,100750.0
192,-4.025878476930017,0.2959506230888902,-0.06026638277999488,0.25130007232541507,0.26973766161500873,0.04436567717091767,Waiters and waitresses,0,Food preparation and serving related occupations,Food preparation and serving related occupations,"1,631",1278704.0000000002,1.350699527927269,145159.00000000003
193,-0.011129893682864872,-0.123645351040166,-0.4329099094711429,-0.49251222578990805,-0.13051614660691474,0.03503693917505613,"Food servers, nonrestaurant",1,Food preparation and serving related occupations,Food preparation and serving related occupations,172,114552.0,1.382944305864264,38012.00000000001
194,-0.6298036983347796,0.1668822071749452,-0.34757224602166276,-0.2749794453552743,0.47684456737584585,-0.02460643322759609,Dining room and cafeteria attendants and bartender helpers,1,Food preparation and serving related occupations,Food preparation and serving related occupations,243,186138.0,1.3932854342372494,34020.0
195,-0.7259435486624657,0.3122903766276859,-0.5979977867497053,-0.3765264845169931,0.3904569234843463,-0.011051162049421429,Dishwashers,1,Food preparation and serving related occupations,Food preparation and serving related occupations,243,174960.0,1.4354274252048844,42039.00000000001
196,-0.8242271683780726,-0.056200552437289705,-0.4342759316249407,0.09054508081530309,0.27745821910045054,0.03844340303603982,"Hosts and hostesses, restaurant, lounge, and coffee shop",1,Food preparation and serving related occupations,Food preparation and serving related occupations,282,217422.0,1.351426317682751,27354.0
197,-1.0249996757735773,0.3057647762543679,0.14811112335386553,-0.2664864707780217,0.4458292252370469,-0.0390165976282682,First-line supervisors of housekeeping and janitorial workers,1,Building and grounds cleaning and maintenance occupations,Building and grounds cleaning and maintenance occupations,338,274456.00000000006,1.317128095901484,44278.0
198,-0.10501910900280208,0.5276266706611151,-0.1974069460773117,0.2922751654810448,0.4581999486913926,0.0017850177035384795,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",1,Building and grounds cleaning and maintenance occupations,Building and grounds cleaning and maintenance occupations,233,206438.0,1.213252962010618,15378.0
199,-4.630366147880477,0.6889430839158561,0.05812892092032136,-0.2688682344965055,0.20345664359573706,-0.007717085526389082,Janitors and building cleaners,0,Building and grounds cleaning and maintenance occupations,Building and grounds cleaning and maintenance occupations,"2,113",1559394.0,1.4009497210197872,382453.0
200,-3.8326724994359282,0.5462261989288031,-0.09130314275999987,-0.33012701548817286,0.6848440741216557,-0.1099556633124356,Maids and housekeeping cleaners,0,Building and grounds cleaning and maintenance occupations,Building and grounds cleaning and maintenance occupations,"1,357",1016393.0,1.4395308660758621,206264.0
201,0.8971299754099057,0.02121895058317023,-0.4758661578685288,0.0418697054107737,0.18165191451718632,0.002325983954214887,Pest control workers,2,Building and grounds cleaning and maintenance occupations,Building and grounds cleaning and maintenance occupations,119,96985.0,1.2688470357985735,11900.0
202,-3.3637991057297043,0.8362274502965452,-0.0572219928215396,0.044959474294035254,0.744551813134111,-0.11469643510650565,Landscaping and groundskeeping workers,0,Building and grounds cleaning and maintenance occupations,Building and grounds cleaning and maintenance occupations,"1,211",1028139.0,1.3197599658527692,111412.0
203,1.4546930322129896,0.21621324518158302,-0.23694421255527914,0.05207480413349439,0.2346313693690369,-0.016834005097397558,Tree trimmers and pruners,2,Building and grounds cleaning and maintenance occupations,Building and grounds cleaning and maintenance occupations,98,84574.0,1.2003006460717818,8820.0
204,-0.5148641314586769,-0.422081469424593,-0.15263246117630966,-0.2717708341739519,-0.258855874397525,0.025532579360199738,Supervisors of personal care and service workers,1,Personal care and service occupations,Personal care and service occupations,250,169500.0,1.3414357733905757,41000.0
205,4.396786830403363,4.2245578533351695,-0.696354944749145,0.5760840260870642,-1.4053948588194807,0.03422742533664852,Animal trainers,2,Personal care and service occupations,Personal care and service occupations,54,48492.0,1.009988198519418,4320.0
206,-0.31527578969282305,-0.16180121245137027,-0.188309419801018,0.6225797556541548,0.13732503217701483,0.037165656723695095,Animal caretakers,1,Personal care and service occupations,Personal care and service occupations,272,233376.0,1.1714378693374892,12784.0
207,2.0288359321844514,-1.076069862697739,-0.47887554958375383,-0.15379945066440198,0.13186203826870177,0.20389205420414103,Gambling services workers,2,Personal care and service occupations,Personal care and service occupations,66,36827.99999999999,1.414893917051943,6401.999999999999
208,0.04008017874569142,-0.1313728358108259,-0.39456508522680256,0.1058504996910622,-0.07626225091992135,0.0008073760967516446,Other entertainment attendants and related workers,1,Personal care and service occupations,Personal care and service occupations,192,152064.00000000003,1.25573748683307,19776.000000000004
209,0.8417862139949387,-0.007273142447558753,-0.4287854965543111,-0.7856013279599012,0.6114879932265309,-0.04908779479704591,Barbers,2,Personal care and service occupations,Personal care and service occupations,103,70040.0,1.4740973245068056,23175.0
210,-2.3148329017047766,0.13980349317854557,0.3835998765453853,-0.12341606931845478,0.059621158188645815,-0.005263055558929056,"Hairdressers, hairstylists, and cosmetologists",0,Personal care and service occupations,Personal care and service occupations,713,563270.0,1.2770996428293255,91264.0
211,0.3497918817605706,-1.310873545428164,-0.14731809227232598,-0.15439878787915218,0.41083756464003657,0.9736599438712324,Manicurists and pedicurists,1,Personal care and service occupations,Personal care and service occupations,247,48412.00000000001,1.2718121929917612,11856.0
212,1.3554138117599344,-0.5655780832156188,-0.710717925084324,0.14097327667107706,0.05791513951352182,0.05846671567281817,Skincare specialists,2,Personal care and service occupations,Personal care and service occupations,90,65880.0,1.331441426921427,7920.000000000001
213,1.1822427035037533,-0.48071204019812674,-0.8261176280749174,-0.41376218902141987,0.15547997501388,0.09824470447948372,"Baggage porters, bellhops, and concierges",2,Personal care and service occupations,Personal care and service occupations,84,52415.99999999999,1.4788344459195781,14616.0
214,-3.0885699867318404,0.3758257929965122,0.059436910842946736,-0.12282938207583285,0.16722510192604617,0.001059009033020722,Childcare workers,0,Personal care and service occupations,Personal care and service occupations,974,755824.0,1.3400923874182276,136360.0
215,-0.27175263429654883,0.09772423280242569,-0.3295727807973685,-0.00993336249972611,-0.003189636273078437,-0.0037737989892687694,Exercise trainers and group fitness instructors,1,Personal care and service occupations,Personal care and service occupations,223,177731.00000000003,1.2681341905475703,26537.000000000004
216,0.6832371331548824,0.03448434275361139,-0.2057130911453602,-0.31737958596327936,-0.3245000641765364,-0.041896289774221815,Recreation workers,1,Personal care and service occupations,Personal care and service occupations,139,105640.0,1.2373426447512081,25020.0
217,1.1642491349225679,-0.01021035639484446,-0.24079081449134312,-0.30964168089066546,0.16798414523256852,-0.021126921711921265,"Personal care and service workers, all other",2,Personal care and service occupations,Personal care and service occupations,101,79487.00000000001,1.2937078317062802,14846.999999999998
218,-5.026715786560111,0.35842937901979066,0.2950342142283831,0.25249381054106557,-0.14559832321485533,0.017444582064814043,First-line supervisors of retail sales workers,0,Sales and related occupations,Sales and related occupations,"3,058",2431110.0,1.2641964187857888,314974.0
219,-3.0811432947047086,0.1196808745289575,0.22735478833974113,0.4344496459380166,-0.11612471790674468,0.005020403659332268,First-line supervisors of non-retail sales workers,0,Sales and related occupations,Sales and related occupations,"1,184",992192.0,1.1857935031510092,85248.00000000001
220,-5.010017078660656,0.4192695057561341,0.10726411262760659,-0.16546327168139338,0.01008075288444885,0.039576119474207444,Cashiers,0,Sales and related occupations,Sales and related occupations,"2,601",1849311.0,1.4011852566378251,442170.0
221,1.4905012382160947,-0.26676126085489876,-0.3196142659034394,-0.2544754247433783,0.5676109518426947,-0.008798067619417708,Counter and rental clerks,2,Sales and related occupations,Sales and related occupations,81,63180.0,1.3669058179553815,9234.0
222,1.2834429840971382,0.4230744199418221,-0.012986592342671499,0.25514721945412205,0.17843434210074913,-0.008550214316786903,Parts salespersons,2,Sales and related occupations,Sales and related occupations,124,111848.0,1.121333209091518,8431.999999999998
223,-4.948714363156843,0.5217711671460792,0.25609610756971013,0.04076582516388425,0.0030975583499322267,0.01214516659574311,Retail salespersons,0,Sales and related occupations,Sales and related occupations,"2,750",2153250.0,1.313317721973303,357500.0
224,1.682676592892467,-0.09134870878761736,0.8110956882757279,-0.25091495728891966,0.2559332594655209,-0.04265728843019969,Advertising sales agents,2,Sales and related occupations,Sales and related occupations,104,89440.0,1.1612009922910294,10296.000000000002
225,-1.9691694385635854,0.20475525470452513,0.24129345763576765,-0.022458894976918962,-0.0016738128780164952,-0.0158895261146887,Insurance sales agents,0,Sales and related occupations,Sales and related occupations,600,489000.0,1.239456181469209,70800.0
226,-0.0012051039219229491,-0.49968131733006793,0.3436459413648799,0.24808453973741298,0.019207573854511054,0.013203034970700552,"Securities, commodities, and financial services sales agents",1,Sales and related occupations,Sales and related occupations,243,194157.0,1.1988906600696638,16038.0
227,2.74066725594983,-0.4595413759832043,0.14819845168274806,0.12161378822429474,0.1317055797608802,-0.03520601179792462,Travel agents,2,Sales and related occupations,Sales and related occupations,56,48608.0,1.1301832722558847,3864.000000000001
228,-1.6418163906933634,-0.014675872195915084,0.20795955988705633,0.39875731281268656,-0.07155884900055141,-0.00771011717417117,"Sales representatives of services, except advertising, insurance, financial services, and travel",1,Sales and related occupations,Sales and related occupations,565,481945.0,1.1580286331203786,38420.0
229,-2.9596321714814544,0.2931591130325703,0.4107549859442608,0.5161006126719134,-0.0961595179682851,-0.006141476811557709,"Sales representatives, wholesale and manufacturing",0,Sales and related occupations,Sales and related occupations,"1,216",1071295.9999999998,1.1196612447977117,75392.0
230,-3.013343021675953,0.21580715519500038,0.3916495851145428,0.31136366419081923,-0.15391804735557996,-0.017190889796832514,Real estate brokers and sales agents,0,Sales and related occupations,Sales and related occupations,"1,170",992160.0,1.1656297744444641,97110.0
231,1.5052571803373362,-0.0529457100719543,0.11010079455100642,0.2046359665284959,0.4291420078289841,-0.0027156074398613254,"Door-to-door sales workers, news and street vendors, and related workers",2,Sales and related occupations,Sales and related occupations,104,92560.0,1.1661777931963326,6448.000000000001
